#name	geneName
ENST00000489791.1	IGSF10
ENST00000497472.1	IGSF10
ENST00000282466.3	IGSF10
ENST00000493841.1	IGSF10
ENST00000495443.1	IGSF10
ENST00000486397.1	MRPL42P6
ENST00000491120.1	AC117454.1
ENST00000577504.1	MIR5186
ENST00000492731.1	LINC02066
ENST00000445270.1	AADACL2
ENST00000356517.4	AADACL2
ENST00000483843.6	AADACL2-AS1
ENST00000475855.1	AADACL2-AS1
ENST00000489539.1	AC068647.1
ENST00000471766.1	AADACP1
ENST00000483636.5	AADACP1
ENST00000561502.5	AADACP1
ENST00000463420.1	AADACP1
ENST00000496128.1	AADACP1
ENST00000462937.1	AADACP1
ENST00000637380.1	AC068647.2
ENST00000485020.1	AC068647.2
ENST00000488869.1	AADAC
ENST00000232892.12	AADAC
ENST00000362032.6	SUCNR1
ENST00000482382.1	AC108718.1
ENST00000477171.1	MBNL1
ENST00000669594.1	MBNL1-AS1
ENST00000608395.1	MBNL1-AS1
ENST00000665663.1	MBNL1-AS1
ENST00000282486.10	MBNL1
ENST00000282488.11	MBNL1
ENST00000445466.2	MBNL1-AS1
ENST00000355460.6	MBNL1
ENST00000461436.1	MBNL1
ENST00000495875.6	MBNL1
ENST00000493459.5	MBNL1
ENST00000324210.9	MBNL1
ENST00000459747.1	MBNL1
ENST00000460591.5	MBNL1
ENST00000466565.1	MBNL1
ENST00000498502.5	MBNL1
ENST00000324196.9	MBNL1
ENST00000357472.7	MBNL1
ENST00000545754.5	MBNL1
ENST00000485910.5	MBNL1
ENST00000463374.5	MBNL1
ENST00000465907.6	MBNL1
ENST00000485509.5	MBNL1
ENST00000492948.5	MBNL1
ENST00000464596.5	MBNL1
ENST00000639378.1	TMEM14EP
ENST00000408960.4	TMEM14EP
ENST00000460166.1	MBNL1
ENST00000478535.1	MBNL1
ENST00000364347.1	Y_RNA
ENST00000497971.1	MBNL1
ENST00000463255.1	AC026347.1
ENST00000496084.1	AC092924.1
ENST00000659139.1	AC092924.2
ENST00000483050.1	ATP5MGP5
ENST00000305097.6	P2RY1
ENST00000476476.1	HMGN2P13
ENST00000477323.1	AC117394.1
ENST00000487827.1	AC117394.2
ENST00000323534.5	RAP2B
ENST00000582522.2	RN7SL300P
ENST00000498457.1	AC078788.1
ENST00000462300.1	AC078788.2
ENST00000492569.1	LINC02006
ENST00000493214.2	LINC02006
ENST00000462835.1	LINC02877
ENST00000648073.1	LINC02877
ENST00000384593.1	RNU6-901P
ENST00000623038.1	LINC02877
ENST00000363292.1	Y_RNA
ENST00000488210.1	LINC02006
ENST00000463297.1	AC068985.1
ENST00000364528.1	U8
ENST00000488408.1	RPL21P42
ENST00000491862.6	ARHGEF26-AS1
ENST00000479270.6	ARHGEF26-AS1
ENST00000480639.6	ARHGEF26-AS1
ENST00000664850.1	ARHGEF26-AS1
ENST00000657639.1	ARHGEF26-AS1
ENST00000657305.1	ARHGEF26-AS1
ENST00000467912.6	ARHGEF26-AS1
ENST00000601822.6	ARHGEF26-AS1
ENST00000597231.1	ARHGEF26-AS1
ENST00000611093.4	ARHGEF26-AS1
ENST00000608560.3	ARHGEF26-AS1
ENST00000630930.2	ARHGEF26-AS1
ENST00000621011.2	ARHGEF26-AS1
ENST00000610221.1	ARHGEF26-AS1
ENST00000660955.1	ARHGEF26-AS1
ENST00000659466.1	ARHGEF26-AS1
ENST00000356448.8	ARHGEF26
ENST00000465093.6	ARHGEF26
ENST00000496710.5	ARHGEF26
ENST00000465817.1	ARHGEF26
ENST00000483068.1	ARHGEF26
ENST00000496811.6	DHX36
ENST00000308361.10	DHX36
ENST00000495598.1	DHX36
ENST00000329463.9	DHX36
ENST00000477549.1	DHX36
ENST00000479934.5	DHX36
ENST00000481941.5	DHX36
ENST00000460695.1	DHX36
ENST00000469977.1	DHX36
ENST00000481332.1	DHX36
ENST00000460875.1	DHX36
ENST00000462464.1	DHX36
ENST00000491011.1	DHX36
ENST00000607291.1	AC134026.1
ENST00000623249.1	AC134026.2
ENST00000389740.3	GPR149
ENST00000463545.1	DDX50P2
ENST00000498604.1	AC092994.1
ENST00000473622.1	SYPL1P1
ENST00000467158.1	DYNLL1P5
ENST00000491096.1	RPL9P15
ENST00000478814.1	AC073359.2
ENST00000486545.1	AC073359.1
ENST00000492661.5	MME
ENST00000491597.5	MME
ENST00000460393.6	MME
ENST00000615825.2	MME
ENST00000382989.7	MME
ENST00000462745.5	MME
ENST00000493237.5	MME
ENST00000360490.7	MME
ENST00000675418.1	MME
ENST00000491026.5	MME
ENST00000473730.5	MME
ENST00000497890.1	MME
ENST00000462837.5	MME
ENST00000477669.1	MME
ENST00000484721.2	MME-AS1
ENST00000495577.1	MME
ENST00000493888.1	MME
ENST00000658401.1	LINC01487
ENST00000490497.2	LINC01487
ENST00000655378.1	LINC01487
ENST00000462531.1	LINC01487
ENST00000669141.1	LINC01487
ENST00000665154.1	LINC01487
ENST00000489090.2	STRIT1
ENST00000470024.1	AC104831.1
ENST00000464731.1	PABPC1P10
ENST00000494598.5	PLCH1
ENST00000513484.1	AC108729.3
ENST00000476543.1	AC108729.2
ENST00000487812.1	AC108729.1
ENST00000606972.2	RN7SL715P
ENST00000475196.1	PLCH1-AS1
ENST00000460012.7	PLCH1
ENST00000340059.11	PLCH1
ENST00000447496.6	PLCH1
ENST00000334686.6	PLCH1
ENST00000472913.1	PLCH1-AS2
ENST00000469040.1	PLCH1
ENST00000488873.2	RPL6P7
ENST00000399242.3	AC104472.1
ENST00000469035.1	AC104472.2
ENST00000482061.6	C3orf33
ENST00000340171.7	C3orf33
ENST00000534941.2	C3orf33
ENST00000643876.1	AC104472.3
ENST00000465810.1	C3orf33
ENST00000486435.1	C3orf33
ENST00000643144.2	SLC33A1
ENST00000359479.7	SLC33A1
ENST00000468581.2	SLC33A1
ENST00000646424.1	SLC33A1
ENST00000644094.1	SLC33A1
ENST00000642438.1	SLC33A1
ENST00000644855.1	SLC33A1
ENST00000475842.5	SLC33A1
ENST00000496772.1	SLC33A1
ENST00000460729.1	SLC33A1
ENST00000653103.1	AC104472.4
ENST00000295920.7	GMPS
ENST00000496455.7	GMPS
ENST00000663782.1	AC104472.5
ENST00000476145.1	GMPS
ENST00000497538.1	SETP14
ENST00000449668.1	VN2R1P
ENST00000478609.5	KCNAB1
ENST00000477912.5	KCNAB1
ENST00000472028.5	KCNAB1
ENST00000482834.1	ALG1L15P
ENST00000464884.1	MRE11P1
ENST00000389636.9	KCNAB1
ENST00000490337.6	KCNAB1
ENST00000471742.5	KCNAB1
ENST00000661961.1	AC091607.2
ENST00000490318.1	AC091607.1
ENST00000473876.1	KCNAB1-AS2
ENST00000475456.5	KCNAB1
ENST00000618897.4	KCNAB1
ENST00000302490.12	KCNAB1
ENST00000389634.5	KCNAB1
ENST00000489036.5	KCNAB1
ENST00000467794.1	KCNAB1-AS1
ENST00000476362.5	KCNAB1
ENST00000461717.5	KCNAB1
ENST00000497291.5	KCNAB1
ENST00000496923.1	KCNAB1
ENST00000609190.1	AC084036.1
ENST00000265044.7	SSR3
ENST00000467789.5	SSR3
ENST00000498205.5	SSR3
ENST00000476217.5	SSR3
ENST00000478842.5	SSR3
ENST00000464138.1	SSR3
ENST00000463503.5	SSR3
ENST00000496050.1	SSR3
ENST00000467733.1	SSR3
ENST00000492937.1	TIPARP-AS1
ENST00000664429.1	TIPARP-AS1
ENST00000478005.1	TIPARP-AS1
ENST00000463449.1	TIPARP-AS1
ENST00000486483.5	TIPARP
ENST00000295924.12	TIPARP
ENST00000461166.5	TIPARP
ENST00000473702.5	TIPARP
ENST00000481853.5	TIPARP
ENST00000542783.5	TIPARP
ENST00000495891.1	TIPARP
ENST00000481421.1	METTL15P1
ENST00000664482.1	LINC00886
ENST00000472943.5	LINC00886
ENST00000654528.1	LINC00886
ENST00000488584.2	LINC00886
ENST00000473352.1	LINC00886
ENST00000473864.1	PA2G4P4
ENST00000465728.5	LEKR1
ENST00000498839.5	LEKR1
ENST00000356539.8	LEKR1
ENST00000470811.6	LEKR1
ENST00000483177.5	LEKR1
ENST00000477399.5	LEKR1
ENST00000489350.5	LEKR1
ENST00000467376.5	LEKR1
ENST00000491763.1	LEKR1
ENST00000485017.1	LEKR1
ENST00000640869.1	LEKR1
ENST00000495252.1	LEKR1
ENST00000465138.1	KLF3P2
ENST00000487061.1	AC117392.1
ENST00000410567.1	RN7SKP177
ENST00000471357.1	LINC00880
ENST00000659739.1	LINC00880
ENST00000661446.1	LINC02029
ENST00000653334.1	LINC02029
ENST00000469196.2	LINC02029
ENST00000657118.1	LINC02029
ENST00000668918.1	LINC02029
ENST00000654643.1	LINC02029
ENST00000665035.1	LINC02029
ENST00000657628.1	LINC02029
ENST00000658205.1	LINC02029
ENST00000662778.1	LINC02029
ENST00000662247.1	LINC02029
ENST00000659992.1	LINC02029
ENST00000660101.1	LINC02029
ENST00000660509.1	LINC02029
ENST00000665841.1	LINC00881
ENST00000654705.1	LINC00881
ENST00000660852.1	LINC00881
ENST00000666301.1	LINC00881
ENST00000471719.2	LINC00881
ENST00000467995.5	LINC00881
ENST00000474477.5	LINC00881
ENST00000670208.1	LINC00881
ENST00000663887.1	LINC00881
ENST00000654835.1	LINC00881
ENST00000665438.1	LINC00881
ENST00000461804.5	CCNL1
ENST00000295926.8	CCNL1
ENST00000464316.5	CCNL1
ENST00000471247.5	CCNL1
ENST00000474539.5	CCNL1
ENST00000475298.5	CCNL1
ENST00000631619.1	CCNL1
ENST00000476744.5	CCNL1
ENST00000470121.5	CCNL1
ENST00000468977.5	CCNL1
ENST00000467849.1	CCNL1
ENST00000476367.5	CCNL1
ENST00000477127.5	CCNL1
ENST00000464679.5	CCNL1
ENST00000495471.1	CCNL1
ENST00000481173.1	CCNL1
ENST00000479052.5	CCNL1
ENST00000483789.5	CCNL1
ENST00000478454.5	CCNL1
ENST00000479596.5	CCNL1
ENST00000465947.5	CCNL1
ENST00000467081.1	CCNL1
ENST00000464575.1	CCNL1
ENST00000364908.1	Y_RNA
ENST00000295925.5	CCNL1
ENST00000471044.1	CCNL1
ENST00000466101.1	CCNL1
ENST00000488218.1	KRT18P34
ENST00000480817.1	AC104411.1
ENST00000410743.1	RNA5SP146
ENST00000667900.1	AC092944.1
ENST00000460796.1	AC092944.1
ENST00000654819.1	AC092944.1
ENST00000668714.1	AC092944.1
ENST00000494885.2	AC092944.1
ENST00000487238.5	AC092944.1
ENST00000488040.5	AC092944.1
ENST00000475102.1	AC092944.1
ENST00000605443.1	AC092944.2
ENST00000657907.1	AC092944.3
ENST00000392833.6	VEPH1
ENST00000362010.7	VEPH1
ENST00000392832.6	VEPH1
ENST00000472419.1	VEPH1
ENST00000488772.1	VEPH1
ENST00000482685.5	VEPH1
ENST00000469007.1	VEPH1
ENST00000479987.5	VEPH1
ENST00000295927.4	PTX3
ENST00000494677.5	VEPH1
ENST00000537559.5	VEPH1
ENST00000490235.5	VEPH1
ENST00000468233.5	VEPH1
ENST00000482434.1	VEPH1
ENST00000487753.5	VEPH1
ENST00000473907.5	VEPH1
ENST00000475050.5	VEPH1
ENST00000461299.5	VEPH1
ENST00000489602.1	VEPH1
ENST00000483440.1	VEPH1
ENST00000651325.1	SLC66A1L
ENST00000498159.1	SLC66A1L
ENST00000468043.5	SLC66A1L
ENST00000650979.1	SLC66A1L
ENST00000461040.5	SLC66A1L
ENST00000651329.1	SLC66A1L
ENST00000651011.1	SLC66A1L
ENST00000652117.1	SLC66A1L
ENST00000670759.1	AC084212.1
ENST00000651134.1	AC079943.2
ENST00000515942.1	RN7SKP46
ENST00000491909.1	AC079943.1
ENST00000488999.1	AC079943.2
ENST00000498241.1	AC079943.2
ENST00000483851.7	SHOX2
ENST00000490689.3	SHOX2
ENST00000441443.6	SHOX2
ENST00000425436.7	SHOX2
ENST00000389589.8	SHOX2
ENST00000554685.2	SHOX2
ENST00000480820.5	RSRC1
ENST00000494002.5	RSRC1
ENST00000295930.7	RSRC1
ENST00000471994.5	RSRC1
ENST00000464171.5	RSRC1
ENST00000611884.5	RSRC1
ENST00000312179.10	RSRC1
ENST00000475278.6	RSRC1
ENST00000480119.5	RSRC1
ENST00000468344.5	RSRC1
ENST00000471911.5	RSRC1
ENST00000476899.5	RSRC1
ENST00000477788.5	RSRC1
ENST00000482822.2	RSRC1
ENST00000496268.1	RSRC1
ENST00000486836.1	AC074276.1
ENST00000619891.1	AC074276.2
ENST00000484182.1	AC106707.2
ENST00000475981.6	AC106707.1
ENST00000667491.1	AC106707.1
ENST00000662951.1	AC106707.1
ENST00000479233.1	AC106707.1
ENST00000658486.1	AC106707.1
ENST00000491767.6	MLF1
ENST00000618075.4	MLF1
ENST00000484955.5	MLF1
ENST00000359117.9	MLF1
ENST00000619577.5	MLF1
ENST00000495452.5	MLF1
ENST00000471745.5	MLF1
ENST00000477042.6	MLF1
ENST00000652045.1	MLF1
ENST00000650753.1	MLF1
ENST00000651984.1	MLF1
ENST00000355893.11	MLF1
ENST00000466246.7	MLF1
ENST00000497004.5	MLF1
ENST00000469452.5	MLF1
ENST00000650750.1	MLF1
ENST00000482628.5	MLF1
ENST00000498592.6	MLF1
ENST00000478894.7	MLF1
ENST00000487838.5	MLF1
ENST00000651874.1	MLF1
ENST00000392822.4	MLF1
ENST00000489154.1	MTAPP1
ENST00000463883.1	AC025033.1
ENST00000486715.6	GFM1
ENST00000478576.5	GFM1
ENST00000478254.5	GFM1
ENST00000264263.9	GFM1
ENST00000464732.1	GFM1
ENST00000482640.5	LXN
ENST00000478251.1	GFM1
ENST00000312756.4	GFM1
ENST00000490261.1	GFM1
ENST00000264265.4	LXN
ENST00000477721.1	GFM1
ENST00000481468.1	GFM1
ENST00000472383.1	GFM1
ENST00000607624.1	AC080013.3
ENST00000237696.10	RARRES1
ENST00000462663.5	RARRES1
ENST00000479756.1	RARRES1
ENST00000471444.1	RARRES1
ENST00000498640.1	RARRES1
ENST00000486568.5	MFSD1
ENST00000495318.5	AC080013.1
ENST00000465477.5	AC080013.1
ENST00000491804.1	MFSD1
ENST00000468242.5	AC080013.1
ENST00000607426.1	AC080013.1
ENST00000668475.1	AC080013.1
ENST00000477589.6	AC080013.1
ENST00000496842.1	AC080013.1
ENST00000465739.5	MFSD1
ENST00000460866.1	RPL35AP9
ENST00000606839.1	AC080013.2
ENST00000607044.1	AC080013.4
ENST00000392813.8	MFSD1
ENST00000622669.4	MFSD1
ENST00000484166.5	MFSD1
ENST00000415822.8	MFSD1
ENST00000651862.1	MFSD1
ENST00000480292.5	MFSD1
ENST00000264266.12	MFSD1
ENST00000471266.5	MFSD1
ENST00000471500.5	MFSD1
ENST00000474670.6	MFSD1
ENST00000482835.1	MFSD1
ENST00000476860.1	MFSD1
ENST00000489639.1	MFSD1
ENST00000477743.1	MFSD1
ENST00000465624.5	MFSD1
ENST00000465235.1	MFSD1
ENST00000468409.1	MFSD1
ENST00000498175.1	GPR79
ENST00000624004.1	AC092999.1
ENST00000639147.1	IQCJ-SCHIP1
ENST00000481796.1	IQCJ
ENST00000640015.1	IQCJ-SCHIP1
ENST00000476809.7	IQCJ-SCHIP1
ENST00000485419.7	IQCJ-SCHIP1
ENST00000397832.7	IQCJ
ENST00000451172.5	IQCJ
ENST00000482126.1	IQCJ
ENST00000639631.1	IQCJ-SCHIP1
ENST00000639298.1	IQCJ-SCHIP1
ENST00000639979.1	IQCJ-SCHIP1
ENST00000638749.1	IQCJ-SCHIP1
ENST00000412423.8	IQCJ-SCHIP1
ENST00000527095.7	IQCJ-SCHIP1
ENST00000583286.1	MIR3919
ENST00000462872.1	AC063955.1
ENST00000657094.1	AC092943.2
ENST00000485389.1	AC092943.1
ENST00000640565.1	IQCJ-SCHIP1
ENST00000460298.3	IQCJ-SCHIP1
ENST00000639448.1	IQCJ-SCHIP1
ENST00000638311.1	IQCJ-SCHIP1
ENST00000460574.1	IQCJ-SCHIP1-AS1
ENST00000488247.1	IQCJ-SCHIP1-AS1
ENST00000516954.1	RNU2-31P
ENST00000445224.6	SCHIP1
ENST00000461058.5	SCHIP1
ENST00000495954.5	SCHIP1
ENST00000483730.1	SCHIP1
ENST00000472483.5	SCHIP1
ENST00000482804.1	SCHIP1
ENST00000482885.1	SCHIP1
ENST00000475932.1	SCHIP1
ENST00000666425.1	IL12A-AS1
ENST00000642756.1	IL12A-AS1
ENST00000656481.1	IL12A-AS1
ENST00000654530.1	IL12A-AS1
ENST00000497452.5	IL12A-AS1
ENST00000661085.1	IL12A-AS1
ENST00000662594.1	IL12A-AS1
ENST00000659957.1	IL12A-AS1
ENST00000305579.7	IL12A
ENST00000480088.1	IL12A
ENST00000468862.5	IL12A
ENST00000496308.1	IL12A
ENST00000480787.5	IL12A
ENST00000466512.1	IL12A
ENST00000663549.1	IL12A-AS1
ENST00000671614.1	IL12A-AS1
ENST00000664175.1	IL12A-AS1
ENST00000660728.1	IL12A-AS1
ENST00000462431.1	IL12A-AS1
ENST00000471921.2	LINC01100
ENST00000466133.1	BRD7P2
ENST00000486168.1	IL12A-AS1
ENST00000326474.4	C3orf80
ENST00000490320.2	C3orf80
ENST00000483754.1	AC079594.1
ENST00000326448.12	IFT80
ENST00000483465.5	IFT80
ENST00000496589.5	IFT80
ENST00000487943.5	IFT80
ENST00000478278.1	IFT80
ENST00000463240.1	IFT80
ENST00000483325.1	IFT80
ENST00000472555.5	IFT80
ENST00000461213.1	IFT80
ENST00000478460.5	IFT80
ENST00000489757.1	RPL35AP10
ENST00000484963.5	IFT80
ENST00000465537.5	IFT80
ENST00000472773.5	IFT80
ENST00000475677.5	IFT80
ENST00000498409.5	IFT80
ENST00000468218.5	IFT80
ENST00000486856.5	IFT80
ENST00000478370.5	IFT80
ENST00000477495.5	IFT80
ENST00000482317.5	IFT80
ENST00000465972.5	IFT80
ENST00000489004.5	IFT80
ENST00000468327.1	IFT80
ENST00000478536.1	IFT80
ENST00000498145.1	IFT80
ENST00000467254.1	IFT80
ENST00000466326.1	IFT80
ENST00000497311.5	SMC4
ENST00000465903.5	SMC4
ENST00000485645.5	SMC4
ENST00000472991.5	SMC4
ENST00000472282.5	SMC4
ENST00000467468.5	SMC4
ENST00000468653.5	SMC4
ENST00000469762.5	SMC4
ENST00000357388.8	SMC4
ENST00000469858.5	SMC4
ENST00000489573.5	SMC4
ENST00000462787.5	SMC4
ENST00000490207.5	SMC4
ENST00000485867.5	SMC4
ENST00000344722.5	SMC4
ENST00000470240.5	SMC4
ENST00000497984.5	SMC4
ENST00000487747.5	SMC4
ENST00000385045.1	MIR15B
ENST00000362117.1	MIR16-2
ENST00000465563.5	SMC4
ENST00000494612.1	SMC4
ENST00000467263.1	SMC4
ENST00000462668.5	SMC4
ENST00000493695.1	SMC4
ENST00000484799.1	SMC4
ENST00000497203.1	SMC4
ENST00000488017.1	SMC4
ENST00000486711.1	SMC4
ENST00000543469.1	TRIM59
ENST00000309784.9	TRIM59
ENST00000479460.5	TRIM59
ENST00000471396.1	TRIM59
ENST00000496222.1	TRIM59
ENST00000471155.5	TRIM59
ENST00000494486.1	TRIM59
ENST00000468542.1	TRIM59
ENST00000471720.1	B3GAT3P1
ENST00000458819.1	RNU7-136P
ENST00000334256.9	KPNA4
ENST00000676866.1	KPNA4
ENST00000678020.1	KPNA4
ENST00000676958.1	KPNA4
ENST00000678630.1	KPNA4
ENST00000676799.1	KPNA4
ENST00000678765.1	KPNA4
ENST00000678839.1	KPNA4
ENST00000483437.2	KPNA4
ENST00000678734.1	KPNA4
ENST00000458797.1	SCARNA7
ENST00000469804.1	KPNA4
ENST00000468527.1	KRT8P12
ENST00000472924.1	KRT8P12
ENST00000490136.1	RPL6P8
ENST00000320767.4	ARL14
ENST00000384356.1	SNORA72
ENST00000566372.1	AC069224.1
ENST00000497343.5	PPM1L
ENST00000498165.6	PPM1L
ENST00000464260.5	PPM1L
ENST00000295839.9	PPM1L
ENST00000480117.1	PPM1L
ENST00000320474.10	B3GALNT1
ENST00000392781.7	B3GALNT1
ENST00000392779.6	B3GALNT1
ENST00000651430.1	B3GALNT1
ENST00000650695.1	B3GALNT1
ENST00000651801.1	B3GALNT1
ENST00000651379.1	B3GALNT1
ENST00000652111.1	B3GALNT1
ENST00000651460.1	B3GALNT1
ENST00000651686.1	B3GALNT1
ENST00000651972.1	B3GALNT1
ENST00000651953.1	B3GALNT1
ENST00000651292.1	B3GALNT1
ENST00000651380.1	B3GALNT1
ENST00000651689.1	B3GALNT1
ENST00000652059.1	B3GALNT1
ENST00000652730.1	B3GALNT1
ENST00000651791.1	B3GALNT1
ENST00000651117.1	B3GALNT1
ENST00000651254.1	B3GALNT1
ENST00000651178.1	B3GALNT1
ENST00000651916.1	B3GALNT1
ENST00000651282.1	B3GALNT1
ENST00000652377.1	B3GALNT1
ENST00000652143.1	B3GALNT1
ENST00000650733.1	B3GALNT1
ENST00000417187.2	B3GALNT1
ENST00000652134.1	B3GALNT1
ENST00000652593.1	B3GALNT1
ENST00000496295.6	B3GALNT1
ENST00000473285.5	B3GALNT1
ENST00000651509.1	B3GALNT1
ENST00000651305.1	B3GALNT1
ENST00000652669.1	B3GALNT1
ENST00000652596.1	B3GALNT1
ENST00000651147.1	B3GALNT1
ENST00000651422.1	B3GALNT1
ENST00000494818.6	B3GALNT1
ENST00000476999.6	B3GALNT1
ENST00000494173.7	B3GALNT1
ENST00000652032.1	B3GALNT1
ENST00000488170.5	B3GALNT1
ENST00000652309.1	B3GALNT1
ENST00000468268.5	B3GALNT1
ENST00000492353.5	B3GALNT1
ENST00000473142.5	B3GALNT1
ENST00000498216.5	B3GALNT1
ENST00000484127.5	B3GALNT1
ENST00000460353.2	B3GALNT1
ENST00000478383.5	B3GALNT1
ENST00000497487.1	B3GALNT1
ENST00000468606.5	NMD3
ENST00000460503.5	NMD3
ENST00000493066.5	NMD3
ENST00000473909.5	NMD3
ENST00000472947.5	NMD3
ENST00000351193.7	NMD3
ENST00000463518.5	NMD3
ENST00000476237.5	NMD3
ENST00000460469.1	NMD3
ENST00000603703.1	AC108738.1
ENST00000478160.1	NMD3
ENST00000467631.1	EEF1GP4
ENST00000495689.1	PSMC1P7
ENST00000359175.8	SPTSSB
ENST00000497137.1	SPTSSB
ENST00000620149.1	SPTSSB
ENST00000497374.1	SPTSSB
ENST00000617024.1	SPTSSB
ENST00000473595.1	LINC02067
ENST00000602890.1	AC112491.1
ENST00000471152.1	RPL23AP42
ENST00000327928.4	OTOL1
ENST00000665274.1	AC112770.1
ENST00000497285.1	AC131211.1
ENST00000465035.1	TOMM22P6
ENST00000475129.1	AC128716.1
ENST00000490357.1	AC128685.1
ENST00000660789.1	LINC01192
ENST00000663627.1	LINC01192
ENST00000665626.1	LINC01192
ENST00000665928.1	LINC01192
ENST00000668425.1	LINC01192
ENST00000655228.1	LINC01192
ENST00000657422.1	LINC01192
ENST00000661702.1	LINC01192
ENST00000654609.1	LINC01192
ENST00000659266.1	LINC01192
ENST00000658280.1	LINC01192
ENST00000664909.1	LINC01192
ENST00000670655.1	LINC01192
ENST00000666234.1	LINC01192
ENST00000668405.1	LINC01192
ENST00000661439.1	LINC01192
ENST00000662504.1	LINC01192
ENST00000494693.1	RPS6P4
ENST00000657261.1	LINC01192
ENST00000488287.2	LINC01192
ENST00000659031.1	LINC01192
ENST00000670024.1	LINC01192
ENST00000663767.1	LINC01192
ENST00000666364.1	LINC01192
ENST00000470546.5	LINC01192
ENST00000666445.1	LINC01192
ENST00000655980.1	LINC01192
ENST00000670179.1	LINC01192
ENST00000664365.1	LINC01192
ENST00000667576.1	LINC01192
ENST00000662097.1	LINC01192
ENST00000656322.1	LINC01192
ENST00000667319.1	LINC01192
ENST00000655584.1	LINC01192
ENST00000494897.5	LINC01192
ENST00000655806.1	LINC01192
ENST00000659789.1	LINC01192
ENST00000462928.5	LINC01192
ENST00000660784.1	LINC01192
ENST00000492553.6	LINC01192
ENST00000662016.1	LINC01192
ENST00000662054.1	LINC01192
ENST00000664163.1	LINC01192
ENST00000474168.6	LINC01192
ENST00000658030.1	LINC01192
ENST00000489012.5	LINC01192
ENST00000654755.1	LINC01192
ENST00000488173.6	LINC01192
ENST00000653088.1	LINC01192
ENST00000659796.1	LINC01192
ENST00000655719.1	LINC01192
ENST00000656281.1	LINC01192
ENST00000493473.2	LINC01192
ENST00000671181.1	LINC01192
ENST00000658150.1	AC079910.1
ENST00000459467.2	RNU7-82P
ENST00000477099.1	AC079910.1
ENST00000483240.1	AC084017.1
ENST00000408324.1	MIR1263
ENST00000486767.1	LINC01323
ENST00000463978.1	LINC01324
ENST00000497379.2	LINC01324
ENST00000264382.8	SI
ENST00000476593.1	SI
ENST00000463607.1	SI
ENST00000363182.1	Y_RNA
ENST00000472120.1	LINC02023
ENST00000475390.2	SLITRK3
ENST00000241274.3	SLITRK3
ENST00000497724.1	SLITRK3
ENST00000665369.1	LINC01322
ENST00000670998.1	LINC01322
ENST00000653967.1	LINC01322
ENST00000670463.1	LINC01322
ENST00000653864.1	LINC01322
ENST00000655586.1	LINC01322
ENST00000664927.1	LINC01322
ENST00000661151.1	LINC01322
ENST00000653747.1	LINC01322
ENST00000654261.1	LINC01322
ENST00000670403.1	LINC01322
ENST00000666398.1	LINC01322
ENST00000654990.1	LINC01322
ENST00000670338.1	LINC01322
ENST00000498616.6	LINC01322
ENST00000470138.5	LINC01322
ENST00000668542.1	LINC01322
ENST00000660780.1	LINC01322
ENST00000656293.1	LINC01322
ENST00000653773.1	LINC01322
ENST00000494915.2	LINC01322
ENST00000670918.1	LINC01322
ENST00000670150.1	LINC01322
ENST00000659430.1	LINC01322
ENST00000665240.1	LINC01322
ENST00000652830.1	LINC01322
ENST00000666522.1	LINC01322
ENST00000664292.1	LINC01322
ENST00000663897.1	LINC01322
ENST00000654069.1	LINC01322
ENST00000669761.1	LINC01322
ENST00000661555.1	LINC01322
ENST00000661419.1	LINC01322
ENST00000654580.1	LINC01322
ENST00000657326.1	LINC01322
ENST00000651449.1	LINC01322
ENST00000496693.1	LINC01322
ENST00000264381.8	BCHE
ENST00000482958.1	BCHE
ENST00000497011.5	BCHE
ENST00000479451.5	BCHE
ENST00000488954.1	BCHE
ENST00000470444.1	MTND4P17
ENST00000435146.2	MTND4LP10
ENST00000474435.1	MTND3P7
ENST00000468910.1	MTCO3P38
ENST00000494226.1	MCUR1P2
ENST00000468627.1	AC104629.1
ENST00000495159.1	LINC01326
ENST00000618366.1	AC072046.2
ENST00000515950.1	RN7SKP298
ENST00000466500.1	PSAT1P4
ENST00000485059.1	AC072046.1
ENST00000475330.1	CBX1P5
ENST00000496403.1	AC069439.2
ENST00000494739.1	AC069439.1
ENST00000469748.1	PPIAP74
ENST00000675490.1	ZBBX
ENST00000392766.6	ZBBX
ENST00000307529.9	ZBBX
ENST00000392767.6	ZBBX
ENST00000455345.7	ZBBX
ENST00000674903.1	ZBBX
ENST00000494898.5	ZBBX
ENST00000492642.5	ZBBX
ENST00000392764.5	ZBBX
ENST00000464922.5	ZBBX
ENST00000465071.1	ZBBX
ENST00000469220.1	ZBBX
ENST00000474464.5	ZBBX
ENST00000485651.5	ZBBX
ENST00000473888.1	ZBBX
ENST00000498413.1	LINC01327
ENST00000264677.8	SERPINI2
ENST00000476257.5	SERPINI2
ENST00000461846.5	SERPINI2
ENST00000471111.5	SERPINI2
ENST00000495108.1	SERPINI2
ENST00000466903.1	SERPINI2
ENST00000467583.1	SERPINI2
ENST00000465031.1	SERPINI2
ENST00000308378.7	WDR49
ENST00000476376.5	WDR49
ENST00000472600.6	WDR49
ENST00000479765.5	WDR49
ENST00000647816.1	WDR49
ENST00000493061.1	WDR49
ENST00000460448.5	WDR49
ENST00000466760.5	WDR49
ENST00000488012.5	WDR49
ENST00000471198.1	WDR49
ENST00000392750.7	PDCD10
ENST00000473645.6	PDCD10
